lat,lon,alt,dt,ts
41.085212,-73.431548,8.310013,2015-01-23 21:23:02,1422048182
41.082533,-73.433703,8.310013,2015-01-23 21:23:02,1422048182
41.080614,-73.436191,8.310013,2015-01-23 21:23:19,1422048199
41.079866,-73.437209,8.310013,2015-01-23 21:23:19,1422048199
41.07988,-73.437192,8.310013,2015-01-23 21:23:41,1422048221
41.077893,-73.444026,8.310013,2015-01-23 21:23:42,1422048222
41.077779,-73.456994,8.310013,2015-01-23 21:24:25,1422048265
41.078222,-73.461762,8.310013,2015-01-23 21:24:25,1422048265
41.077132,-73.465468,8.310013,2015-01-23 21:24:41,1422048281
41.07659,-73.467313,8.310013,2015-01-23 21:24:41,1422048281
41.076235,-73.477552,8.310013,2015-01-23 21:26:15,1422048375
41.076263,-73.481651,8.310013,2015-01-23 21:26:15,1422048375
41.072492,-73.484276,8.310013,2015-01-23 21:26:51,1422048411
41.070616,-73.484503,8.310013,2015-01-23 21:26:51,1422048411
41.070454,-73.484602,8.310013,2015-01-23 21:26:58,1422048418
41.070343,-73.484641,8.310013,2015-01-23 21:26:58,1422048418
41.070456,-73.490215,8.310013,2015-01-23 21:27:01,1422048421
41.070519,-73.492915,8.310013,2015-01-23 21:27:01,1422048421
41.070551,-73.494264,8.310013,2015-01-23 21:27:01,1422048421
41.070318,-73.498273,8.310013,2015-01-23 21:27:26,1422048446
41.070211,-73.500176,8.310013,2015-01-23 21:27:26,1422048446
41.070136,-73.501519,8.310013,2015-01-23 21:28:06,1422048486
41.070086,-73.508888,8.310013,2015-01-23 21:28:07,1422048487
41.06369,-73.517404,8.310013,2015-01-23 21:28:40,1422048520
41.060504,-73.519879,8.310013,2015-01-23 21:28:40,1422048520
41.053901,-73.524063,8.310013,2015-01-23 21:30:08,1422048608
41.051814,-73.525211,8.310013,2015-01-23 21:30:08,1422048608
41.04997,-73.526779,8.310013,2015-01-23 21:31:01,1422048661
41.049393,-73.527611,8.310013,2015-01-23 21:31:01,1422048661
41.049387,-73.527625,8.310013,2015-01-23 21:31:06,1422048666
41.048412,-73.53178,8.310013,2015-01-23 21:31:08,1422048668
41.048702,-73.535478,8.310013,2015-01-23 21:31:21,1422048681
41.048844,-73.537143,8.310013,2015-01-23 21:31:21,1422048681
41.049891,-73.538264,8.310013,2015-01-23 21:31:41,1422048701
41.050317,-73.538568,8.310013,2015-01-23 21:31:41,1422048701
41.047016,-73.543745,8.310013,2015-01-23 21:31:58,1422048718
41.045579,-73.545799,8.310013,2015-01-23 21:31:58,1422048718
41.046998,-73.542576,8.310013,2015-01-23 21:34:04,1422048844
41.047992,-73.540692,8.310013,2015-01-23 21:34:04,1422048844
41.04608,-73.544247,8.310013,2015-01-23 21:34:05,1422048845
41.045112,-73.546048,8.310013,2015-01-23 21:34:05,1422048845
41.042763,-73.551871,7.716356,2015-01-23 21:34:18,1422048858
41.042578,-73.552399,7.113245,2015-01-23 21:34:19,1422048859
41.042486,-73.5525,23.431978,2015-01-23 21:34:20,1422048860
41.042391,-73.552587,23.621204,2015-01-23 21:34:21,1422048861
41.042315,-73.552715,23.615746,2015-01-23 21:34:22,1422048862
41.042273,-73.552771,23.619968,2015-01-23 21:34:23,1422048863
41.042227,-73.552833,23.607613,2015-01-23 21:34:24,1422048864
41.042171,-73.552898,23.617447,2015-01-23 21:34:25,1422048865
41.042107,-73.552972,23.61154,2015-01-23 21:34:26,1422048866
41.042041,-73.553024,23.492601,2015-01-23 21:34:27,1422048867
41.041969,-73.553081,23.353331,2015-01-23 21:34:28,1422048868
41.041788,-73.552887,23.317493,2015-01-23 21:34:29,1422048869
41.041627,-73.552742,23.191912,2015-01-23 21:34:30,1422048870
41.041466,-73.552626,23.29867,2015-01-23 21:34:31,1422048871
41.04128,-73.552485,23.498455,2015-01-23 21:34:32,1422048872
41.041046,-73.552385,23.52837,2015-01-23 21:34:34,1422048874
41.040871,-73.552306,23.618471,2015-01-23 21:34:35,1422048875
41.040728,-73.55228,23.57724,2015-01-23 21:34:36,1422048876
41.040597,-73.552281,23.626034,2015-01-23 21:34:37,1422048877
41.04048,-73.5523,23.699677,2015-01-23 21:34:38,1422048878
41.040371,-73.55233,23.737122,2015-01-23 21:34:39,1422048879
41.04027,-73.552371,23.7038,2015-01-23 21:34:40,1422048880
41.04018,-73.552447,23.675966,2015-01-23 21:34:41,1422048881
41.040082,-73.55256,23.715143,2015-01-23 21:34:42,1422048882
41.039953,-73.552608,23.748316,2015-01-23 21:34:43,1422048883
41.039811,-73.552658,23.637037,2015-01-23 21:34:44,1422048884
41.039596,-73.552818,23.295582,2015-01-23 21:34:45,1422048885
41.039407,-73.552915,23.447729,2015-01-23 21:34:46,1422048886
41.039267,-73.552966,23.209505,2015-01-23 21:34:47,1422048887
41.039144,-73.553041,22.62697,2015-01-23 21:34:48,1422048888
41.039039,-73.55312,22.428356,2015-01-23 21:34:49,1422048889
41.03893,-73.553173,22.469603,2015-01-23 21:34:50,1422048890
41.038791,-73.553178,21.847914,2015-01-23 21:34:51,1422048891
41.038689,-73.553284,19.843172,2015-01-23 21:34:52,1422048892
41.038592,-73.553433,20.608154,2015-01-23 21:34:53,1422048893
41.038493,-73.553619,21.31926,2015-01-23 21:34:54,1422048894
41.038366,-73.553656,21.425411,2015-01-23 21:34:55,1422048895
41.038253,-73.553703,20.579245,2015-01-23 21:34:56,1422048896
41.038163,-73.553775,20.05513,2015-01-23 21:34:57,1422048897
41.038049,-73.553812,19.944044,2015-01-23 21:34:58,1422048898
41.037939,-73.55387,19.416088,2015-01-23 21:34:59,1422048899
41.03784,-73.55396,18.564898,2015-01-23 21:35:00,1422048900
41.037743,-73.554028,18.013975,2015-01-23 21:35:01,1422048901
41.037642,-73.554143,17.942183,2015-01-23 21:35:02,1422048902
41.037611,-73.55415,17.799299,2015-01-23 21:35:03,1422048903
41.037551,-73.554196,17.861689,2015-01-23 21:35:04,1422048904
41.037463,-73.554342,17.905968,2015-01-23 21:35:05,1422048905
41.037378,-73.554469,17.942337,2015-01-23 21:35:06,1422048906
41.037279,-73.554565,17.882399,2015-01-23 21:35:07,1422048907
41.037219,-73.554725,17.61549,2015-01-23 21:35:08,1422048908
41.037195,-73.554791,17.248894,2015-01-23 21:35:09,1422048909
41.037152,-73.554855,17.063559,2015-01-23 21:35:10,1422048910
41.037094,-73.555016,16.922628,2015-01-23 21:35:11,1422048911
41.037003,-73.555131,16.833067,2015-01-23 21:35:12,1422048912
41.036927,-73.555223,16.506195,2015-01-23 21:35:13,1422048913
41.036827,-73.55529,16.398567,2015-01-23 21:35:14,1422048914
41.036727,-73.555372,16.424885,2015-01-23 21:35:15,1422048915
41.036653,-73.555493,16.269707,2015-01-23 21:35:16,1422048916
41.036584,-73.555615,15.741577,2015-01-23 21:35:17,1422048917
41.03651,-73.555731,15.729248,2015-01-23 21:35:18,1422048918
41.036438,-73.555845,15.613922,2015-01-23 21:35:19,1422048919
41.036365,-73.555969,15.613921,2015-01-23 21:35:20,1422048920
41.036287,-73.55612,14.823395,2015-01-23 21:35:21,1422048921
41.036214,-73.556249,14.832672,2015-01-23 21:35:22,1422048922
41.036142,-73.556368,14.832672,2015-01-23 21:35:23,1422048923
41.036071,-73.556492,14.628232,2015-01-23 21:35:24,1422048924
41.036002,-73.556621,14.283461,2015-01-23 21:35:25,1422048925
41.036506,-73.556656,14.283461,2015-01-23 21:35:55,1422048955
41.03703,-73.556595,14.283461,2015-01-23 21:35:55,1422048955
41.037135,-73.556583,14.283461,2015-01-23 21:35:58,1422048958
41.03727,-73.556667,14.283461,2015-01-23 21:36:11,1422048971
41.039824,-73.591713,14.283461,2015-01-23 21:37:09,1422049029
41.030466,-73.595569,14.455742,2015-01-23 21:38:18,1422049098
41.030442,-73.595767,5.019755,2015-01-23 21:38:19,1422049099
41.030422,-73.595918,6.135143,2015-01-23 21:38:20,1422049100
41.03039,-73.596196,6.739858,2015-01-23 21:38:21,1422049101
41.030172,-73.596277,7.423431,2015-01-23 21:38:22,1422049102
41.030149,-73.596418,7.916473,2015-01-23 21:38:23,1422049103
41.029938,-73.596524,8.153015,2015-01-23 21:38:24,1422049104
41.029952,-73.596821,8.480438,2015-01-23 21:38:25,1422049105
41.029919,-73.597103,10.278076,2015-01-23 21:38:26,1422049106
41.030052,-73.597522,11.10965,2015-01-23 21:38:27,1422049107
41.030213,-73.59787,9.516754,2015-01-23 21:38:28,1422049108
41.030173,-73.598069,8.228607,2015-01-23 21:38:29,1422049109
41.030137,-73.59828,8.222198,2015-01-23 21:38:30,1422049110
41.030123,-73.598364,8.407013,2015-01-23 21:38:31,1422049111
41.030101,-73.598492,8.352081,2015-01-23 21:38:33,1422049113
41.029932,-73.600323,8.352081,2015-01-23 21:39:05,1422049145
41.021597,-73.620518,8.352081,2015-01-23 21:40:05,1422049205
41.023659,-73.623281,8.352081,2015-01-23 21:40:15,1422049215
41.024726,-73.624553,8.352081,2015-01-23 21:40:15,1422049215
41.021075,-73.627908,8.352081,2015-01-23 21:40:24,1422049224
41.019254,-73.629581,8.352081,2015-01-23 21:40:24,1422049224
41.015114,-73.631094,8.352081,2015-01-23 21:41:21,1422049281
41.012294,-73.631531,8.352081,2015-01-23 21:41:21,1422049281
41.012437,-73.63206,8.352081,2015-01-23 21:41:31,1422049291
41.012575,-73.632568,8.352081,2015-01-23 21:41:32,1422049292
41.010693,-73.641905,8.352081,2015-01-23 21:42:03,1422049323
41.006851,-73.647977,8.352081,2015-01-23 21:42:15,1422049335
41.004931,-73.651012,8.352081,2015-01-23 21:42:15,1422049335
41.001258,-73.657088,8.352081,2015-01-23 21:42:51,1422049371
40.999926,-73.659325,8.352081,2015-01-23 21:42:51,1422049371
41.001095,-73.660771,8.352081,2015-01-23 21:43:03,1422049383
41.00168,-73.661492,8.352081,2015-01-23 21:43:03,1422049383
41.001692,-73.661495,8.352081,2015-01-23 21:43:07,1422049387
41.002982,-73.661495,8.352081,2015-01-23 21:43:09,1422049389
41.002997,-73.657757,8.352081,2015-01-23 21:43:36,1422049416
41.003004,-73.655902,8.352081,2015-01-23 21:43:36,1422049416
41.000799,-73.658733,8.352081,2015-01-23 21:43:46,1422049426
40.999697,-73.660148,8.352081,2015-01-23 21:43:46,1422049426
40.997667,-73.662859,8.352081,2015-01-23 21:43:58,1422049438
40.996161,-73.664871,8.352081,2015-01-23 21:43:58,1422049438
40.9907,-73.676499,8.352081,2015-01-23 21:45:00,1422049500
40.990007,-73.678152,8.352081,2015-01-23 21:45:00,1422049500
40.989727,-73.678621,8.352081,2015-01-23 21:45:19,1422049519
40.989564,-73.678817,8.352081,2015-01-23 21:45:19,1422049519
40.98021,-73.694002,8.352081,2015-01-23 21:46:15,1422049575
40.98009,-73.694197,8.352081,2015-01-23 21:46:15,1422049575
40.979894,-73.694543,8.352081,2015-01-23 21:46:47,1422049607
40.979764,-73.694781,8.352081,2015-01-23 21:46:47,1422049607
40.979638,-73.695011,8.352081,2015-01-23 21:46:48,1422049608
40.968155,-73.706487,8.352081,2015-01-23 21:47:25,1422049645
40.968115,-73.713743,8.352081,2015-01-23 21:47:58,1422049678
40.968098,-73.717358,8.352081,2015-01-23 21:47:58,1422049678
40.965186,-73.724107,8.362757,2015-01-23 21:48:25,1422049705
40.964997,-73.724497,8.373551,2015-01-23 21:48:26,1422049706
40.964811,-73.724855,22.75843,2015-01-23 21:48:27,1422049707
40.964606,-73.7259,22.75843,2015-01-23 21:48:35,1422049715
40.961533,-73.730552,22.75843,2015-01-23 21:49:02,1422049742
40.957573,-73.734214,22.75843,2015-01-23 21:49:20,1422049760
40.955653,-73.735705,22.75843,2015-01-23 21:49:20,1422049760
40.955077,-73.736826,22.75843,2015-01-23 21:49:29,1422049769
40.955067,-73.737271,22.75843,2015-01-23 21:49:29,1422049769
40.955027,-73.737928,22.75843,2015-01-23 21:49:29,1422049769
40.954199,-73.739879,22.75843,2015-01-23 21:49:32,1422049772
40.953808,-73.740892,22.75843,2015-01-23 21:49:32,1422049772
40.949959,-73.744166,22.75843,2015-01-23 21:49:35,1422049775
40.947864,-73.745916,22.75843,2015-01-23 21:49:35,1422049775
40.944435,-73.749932,22.75843,2015-01-23 21:50:25,1422049825
40.943166,-73.751714,22.75843,2015-01-23 21:50:25,1422049825
40.941939,-73.753451,22.75843,2015-01-23 21:50:27,1422049827
40.937621,-73.758919,22.75843,2015-01-23 21:51:05,1422049865
40.935784,-73.7612,22.75843,2015-01-23 21:51:05,1422049865
40.932033,-73.760872,22.75843,2015-01-23 21:51:26,1422049886
40.930554,-73.760669,22.75843,2015-01-23 21:51:26,1422049886
40.9284,-73.76546,22.75843,2015-01-23 21:51:47,1422049907
40.927343,-73.767847,22.75843,2015-01-23 21:51:47,1422049907
40.923437,-73.773768,22.75843,2015-01-23 21:52:46,1422049966
40.92226,-73.775393,22.75843,2015-01-23 21:52:46,1422049966
40.919564,-73.776006,22.75843,2015-01-23 21:53:19,1422049999
40.918529,-73.775879,22.75843,2015-01-23 21:53:19,1422049999
40.917528,-73.779021,22.75843,2015-01-23 21:53:32,1422050012
40.917028,-73.78059,22.75843,2015-01-23 21:53:32,1422050012
40.914982,-73.78342,22.75843,2015-01-23 21:54:13,1422050053
40.914087,-73.784433,22.75843,2015-01-23 21:54:13,1422050053
40.912629,-73.784821,22.75843,2015-01-23 21:54:19,1422050059
40.911658,-73.78508,22.75843,2015-01-23 21:54:19,1422050059
40.910684,-73.785344,22.75843,2015-01-23 21:54:20,1422050060
40.916008,-73.783293,21.956661,2015-01-23 21:54:21,1422050061
40.914901,-73.783314,22.326384,2015-01-23 21:54:22,1422050062
40.914752,-73.783316,22.457731,2015-01-23 21:54:24,1422050064
40.914587,-73.783346,22.635038,2015-01-23 21:54:26,1422050066
40.914326,-73.783406,22.512053,2015-01-23 21:54:27,1422050067
40.914253,-73.783421,22.512053,2015-01-23 21:54:28,1422050068
40.914299,-73.783399,22.654081,2015-01-23 21:54:29,1422050069
40.91433,-73.783392,22.702168,2015-01-23 21:54:31,1422050071
40.914393,-73.783377,22.724255,2015-01-23 21:54:32,1422050072
40.914452,-73.783363,22.736748,2015-01-23 21:54:33,1422050073
40.914478,-73.783357,22.755592,2015-01-23 21:54:34,1422050074
40.914503,-73.783351,22.558254,2015-01-23 21:54:37,1422050077
40.914523,-73.783345,22.761787,2015-01-23 21:54:38,1422050078
40.914533,-73.783343,22.882549,2015-01-23 21:54:40,1422050080
40.914545,-73.78334,22.98418,2015-01-23 21:54:42,1422050082
40.914476,-73.783373,23.020443,2015-01-23 21:55:13,1422050113
40.914402,-73.783408,23.020443,2015-01-23 21:55:13,1422050113
40.914085,-73.783682,23.020443,2015-01-23 21:55:23,1422050123
40.913777,-73.783949,23.020443,2015-01-23 21:55:23,1422050123
40.900543,-73.79666,23.020443,2015-01-23 21:56:24,1422050184
40.904331,-73.809206,23.020443,2015-01-23 21:56:51,1422050211
40.906146,-73.815214,23.020443,2015-01-23 21:56:51,1422050211
40.909758,-73.814146,23.020443,2015-01-23 21:57:06,1422050226
40.911554,-73.813615,23.020443,2015-01-23 21:57:06,1422050226
40.913008,-73.81312,19.320248,2015-01-23 21:57:30,1422050250
40.913038,-73.812917,15.808184,2015-01-23 21:57:31,1422050251
40.913053,-73.812815,12.440727,2015-01-23 21:57:32,1422050252
40.913061,-73.812764,9.208775,2015-01-23 21:57:33,1422050253
40.913054,-73.812775,6.098733,2015-01-23 21:57:34,1422050254
40.913023,-73.812865,0.381095,2015-01-23 21:57:36,1422050256
40.913023,-73.812973,-2.302938,2015-01-23 21:57:37,1422050257
40.913001,-73.813253,-4.781538,2015-01-23 21:57:38,1422050258
40.913077,-73.813717,-7.214637,2015-01-23 21:57:39,1422050259
40.91315,-73.81408,-9.621143,2015-01-23 21:57:40,1422050260
40.913234,-73.814483,-11.98981,2015-01-23 21:57:41,1422050261
40.91331,-73.814868,-14.297873,2015-01-23 21:57:42,1422050262
40.913378,-73.815202,-16.569263,2015-01-23 21:57:43,1422050263
40.913437,-73.815479,-18.798187,2015-01-23 21:57:44,1422050264
40.91335,-73.815571,-18.798187,2015-01-23 21:57:52,1422050272
40.913314,-73.815559,-18.798187,2015-01-23 21:58:08,1422050288
40.913279,-73.815546,-18.798187,2015-01-23 21:58:08,1422050288
40.912075,-73.816805,-18.798187,2015-01-23 21:58:24,1422050304
40.911466,-73.818089,-18.798187,2015-01-23 21:58:28,1422050308
40.911045,-73.819098,-18.798187,2015-01-23 21:58:28,1422050308
40.911549,-73.820107,-18.798187,2015-01-23 21:58:56,1422050336
40.912054,-73.820999,-18.798187,2015-01-23 21:58:56,1422050336
40.912931,-73.822553,-18.798187,2015-01-23 21:58:57,1422050337
40.912478,-73.824597,-18.798187,2015-01-23 21:59:17,1422050357
40.912084,-73.826375,-18.798187,2015-01-23 21:59:17,1422050357
40.911803,-73.827689,-18.798187,2015-01-23 21:59:35,1422050375
40.911547,-73.828887,-18.798187,2015-01-23 21:59:35,1422050375
40.911106,-73.830957,-18.798187,2015-01-23 21:59:37,1422050377
40.910922,-73.832787,-18.798187,2015-01-23 21:59:59,1422050399
40.910757,-73.834442,-18.798187,2015-01-23 21:59:59,1422050399
40.910479,-73.837208,-18.798187,2015-01-23 22:00:00,1422050400
40.90617,-73.855816,-18.798187,2015-01-23 22:00:39,1422050439
40.906413,-73.857991,-18.798187,2015-01-23 22:00:44,1422050444
40.906554,-73.858966,-18.798187,2015-01-23 22:00:44,1422050444
40.903328,-73.860033,-18.798187,2015-01-23 22:01:26,1422050486
40.901153,-73.860236,-18.798187,2015-01-23 22:01:26,1422050486
40.898974,-73.860442,-18.798187,2015-01-23 22:01:29,1422050489
40.896874,-73.861047,-18.798187,2015-01-23 22:01:45,1422050505
40.89588,-73.861334,-18.798187,2015-01-23 22:01:45,1422050505
40.895221,-73.862349,-18.798187,2015-01-23 22:02:00,1422050520
40.894973,-73.86279,-18.798187,2015-01-23 22:02:00,1422050520
40.891181,-73.86484,-18.798187,2015-01-23 22:02:42,1422050562
40.888739,-73.866057,-18.798187,2015-01-23 22:02:42,1422050562
40.886299,-73.86728,-18.798187,2015-01-23 22:02:44,1422050564
40.883099,-73.868323,-18.798187,2015-01-23 22:03:16,1422050596
40.881921,-73.868539,-18.798187,2015-01-23 22:03:16,1422050596
40.880748,-73.868753,-18.798187,2015-01-23 22:03:20,1422050600
40.877931,-73.869508,-18.798187,2015-01-23 22:03:27,1422050607
40.876054,-73.870011,-18.798187,2015-01-23 22:03:27,1422050607
40.874173,-73.870511,-18.798187,2015-01-23 22:03:28,1422050608
40.872956,-73.870572,-18.798187,2015-01-23 22:03:44,1422050624
40.872172,-73.870611,-18.798187,2015-01-23 22:03:44,1422050624
40.871417,-73.870655,-18.798187,2015-01-23 22:03:45,1422050625
40.871196,-73.874591,-18.798187,2015-01-23 22:04:12,1422050652
40.871136,-73.876922,-18.798187,2015-01-23 22:04:12,1422050652
40.871088,-73.878892,-18.798187,2015-01-23 22:04:16,1422050656
40.868327,-73.8811,-18.798187,2015-01-23 22:04:23,1422050663
40.866486,-73.882572,-18.798187,2015-01-23 22:04:23,1422050663
40.864639,-73.88404,-18.798187,2015-01-23 22:04:24,1422050664
40.864067,-73.885144,-18.798187,2015-01-23 22:04:29,1422050669
40.863688,-73.885878,-18.798187,2015-01-23 22:04:29,1422050669
40.863311,-73.88661,-18.798187,2015-01-23 22:04:30,1422050670
40.863131,-73.887002,-18.798187,2015-01-23 22:04:45,1422050685
40.863012,-73.887262,-18.798187,2015-01-23 22:04:45,1422050685
40.862892,-73.887525,-18.798187,2015-01-23 22:04:46,1422050686
40.862912,-73.887435,-18.798187,2015-01-23 22:04:59,1422050699
40.862923,-73.887388,-18.798187,2015-01-23 22:04:59,1422050699
40.86126,-73.889851,-18.798187,2015-01-23 22:05:04,1422050704
40.860158,-73.891484,-18.798187,2015-01-23 22:05:04,1422050704
40.859063,-73.893114,-18.798187,2015-01-23 22:05:06,1422050706
40.857183,-73.894586,-18.798187,2015-01-23 22:05:30,1422050730
40.855939,-73.895562,-18.798187,2015-01-23 22:05:30,1422050730
40.854707,-73.896535,-18.798187,2015-01-23 22:05:31,1422050731
40.850118,-73.898755,-18.798187,2015-01-23 22:06:02,1422050762
40.847553,-73.899844,-18.798187,2015-01-23 22:06:02,1422050762
40.844972,-73.900947,-18.798187,2015-01-23 22:06:04,1422050764
40.840817,-73.902848,-18.798187,2015-01-23 22:06:47,1422050807
40.83905,-73.903687,-18.798187,2015-01-23 22:06:47,1422050807
40.837339,-73.904509,-18.798187,2015-01-23 22:06:47,1422050807
40.836775,-73.904681,-18.798187,2015-01-23 22:06:50,1422050810
40.836428,-73.904782,-18.798187,2015-01-23 22:06:50,1422050810
40.836083,-73.904883,-18.798187,2015-01-23 22:06:50,1422050810
40.833741,-73.907707,-18.798187,2015-01-23 22:06:53,1422050813
40.832215,-73.909571,-18.798187,2015-01-23 22:06:53,1422050813
40.830682,-73.911441,-18.798187,2015-01-23 22:06:54,1422050814
40.831311,-73.910504,-18.798187,2015-01-23 22:06:59,1422050819
40.83174,-73.909874,-18.798187,2015-01-23 22:06:59,1422050819
40.830456,-73.911584,-18.798187,2015-01-23 22:07:01,1422050821
40.829814,-73.912438,-18.798187,2015-01-23 22:07:01,1422050821
40.829494,-73.912865,-18.798187,2015-01-23 22:07:01,1422050821
40.829879,-73.912681,-18.798187,2015-01-23 22:07:15,1422050835
40.83007,-73.91259,-18.798187,2015-01-23 22:07:15,1422050835
40.829051,-73.913852,-18.798187,2015-01-23 22:07:52,1422050872
40.828308,-73.914723,-18.798187,2015-01-23 22:07:52,1422050872
40.827572,-73.9156,-18.798187,2015-01-23 22:07:53,1422050873
40.828372,-73.914447,-18.798187,2015-01-23 22:07:55,1422050875
40.828772,-73.913869,-18.798187,2015-01-23 22:07:55,1422050875
40.825269,-73.918708,-18.798187,2015-01-23 22:08:05,1422050885
40.825759,-73.918905,-18.798187,2015-01-23 22:08:07,1422050887
40.826085,-73.919035,-18.798187,2015-01-23 22:08:07,1422050887
40.826303,-73.91945,-18.798187,2015-01-23 22:08:16,1422050896
40.826448,-73.919725,-18.798187,2015-01-23 22:08:19,1422050899
40.826545,-73.919909,-18.798187,2015-01-23 22:08:19,1422050899
40.826643,-73.920087,-18.798187,2015-01-23 22:08:19,1422050899
40.82528,-73.920586,-18.798187,2015-01-23 22:08:32,1422050912
40.824371,-73.920919,-18.798187,2015-01-23 22:08:32,1422050912
40.823462,-73.921259,-18.798187,2015-01-23 22:08:35,1422050915
40.822802,-73.921694,-18.798187,2015-01-23 22:08:43,1422050923
40.822363,-73.921984,-18.798187,2015-01-23 22:08:43,1422050923
40.822071,-73.922177,-18.798187,2015-01-23 22:08:43,1422050923
40.821773,-73.922376,-18.798187,2015-01-23 22:08:45,1422050925
40.820034,-73.925372,-18.798187,2015-01-23 22:08:55,1422050935
40.819166,-73.926867,-18.798187,2015-01-23 22:08:55,1422050935
40.819258,-73.924731,-18.798187,2015-01-23 22:09:03,1422050943
40.819319,-73.923306,-18.798187,2015-01-23 22:09:03,1422050943
40.81938,-73.921875,-18.798187,2015-01-23 22:09:05,1422050945
40.819412,-73.921157,-18.798187,2015-01-23 22:09:41,1422050981
40.819426,-73.920801,-18.798187,2015-01-23 22:09:41,1422050981
40.817678,-73.924296,-18.798187,2015-01-23 22:11:56,1422051116
40.816539,-73.926574,-18.798187,2015-01-23 22:11:56,1422051116
40.81543,-73.928775,-18.798187,2015-01-23 22:11:58,1422051118
40.812379,-73.930549,-18.798187,2015-01-23 22:12:37,1422051157
40.811132,-73.93091,-18.798187,2015-01-23 22:12:37,1422051157
40.809937,-73.931565,-18.798187,2015-01-23 22:13:23,1422051203
40.809586,-73.93187,-18.798187,2015-01-23 22:13:23,1422051203
40.809241,-73.932172,-18.798187,2015-01-23 22:13:24,1422051204
40.811819,-73.931502,-18.798187,2015-01-23 22:13:30,1422051210
40.813106,-73.931167,-18.798187,2015-01-23 22:13:30,1422051210
40.81088,-73.931685,-18.798187,2015-01-23 22:13:51,1422051231
40.809778,-73.931941,-18.798187,2015-01-23 22:13:51,1422051231
40.809419,-73.934749,-18.798187,2015-01-23 22:14:03,1422051243
40.809179,-73.936619,-18.798187,2015-01-23 22:14:03,1422051243
40.808946,-73.938493,-18.798187,2015-01-23 22:14:03,1422051243
40.808284,-73.939052,-18.798187,2015-01-23 22:14:06,1422051246
40.807843,-73.939425,-18.798187,2015-01-23 22:14:06,1422051246
40.807395,-73.939801,-18.798187,2015-01-23 22:14:07,1422051247
40.808069,-73.940088,-18.798187,2015-01-23 22:14:29,1422051269
